XCoord,YCoord,FID,LEFT_FID,RIGHT_FID,LENGTH,ELEVATION
737495.34010343,3281880.60715869,203,-1,1,0.995291,2.700000
737495.08982155,3281880.43553652,204,-1,1,0.995291,2.700000
737494.83953967,3281880.26391436,205,-1,1,0.995291,2.800000
737494.58925779,3281880.09229219,206,-1,1,0.995291,2.800000
737494.33897591,3281879.92067003,207,-1,1,0.995291,2.800000
737494.08869403,3281879.74904787,208,-1,1,0.995291,2.800000
737493.83841215,3281879.57742570,209,-1,1,0.995291,2.800000
737493.58813027,3281879.40580354,210,-1,1,0.995291,2.800000
737493.33784839,3281879.23418138,211,-1,1,0.995291,2.800000
737493.08756651,3281879.06255922,212,-1,1,0.995291,2.900000
737492.83728463,3281878.89093706,213,-1,1,0.995291,2.900000
737492.58700276,3281878.71931490,214,-1,1,0.995291,2.900000
737492.33672088,3281878.54769274,215,-1,1,0.995291,2.900000
737492.08643900,3281878.37607058,216,-1,1,0.995291,2.900000
737491.83615712,3281878.20444842,217,-1,1,0.995291,3.000000
737491.58587524,3281878.03282626,218,-1,1,0.995291,3.000000
737491.33559336,3281877.86120410,219,-1,1,0.995291,3.000000
737491.08531149,3281877.68958194,220,-1,1,0.995291,3.000000
737490.83502961,3281877.51795979,221,-1,1,0.995291,3.000000
737490.58474773,3281877.34633763,222,-1,1,0.995291,3.000000
737490.33446586,3281877.17471548,223,-1,1,0.995291,2.900000
737490.08418398,3281877.00309332,224,-1,1,0.995291,2.900000
737489.83390211,3281876.83147116,225,-1,1,0.995291,2.900000
737489.58362023,3281876.65984901,226,-1,1,0.995291,2.900000
737489.33333836,3281876.48822685,227,-1,1,0.995291,2.900000
737489.08305648,3281876.31660470,228,-1,1,0.995291,2.900000
737488.83277461,3281876.14498255,229,-1,1,0.995291,2.900000
737488.58249273,3281875.97336039,230,-1,1,0.995291,2.900000
737488.33401184,3281875.79802847,231,-1,1,0.999668,2.900000
737488.08733193,3281875.61898676,232,-1,1,0.999668,2.800000
737487.84065202,3281875.43994506,233,-1,1,0.999668,2.800000
737487.59397211,3281875.26090336,234,-1,1,0.999668,2.800000
737487.34729220,3281875.08186165,235,-1,1,0.999668,2.800000
737487.10061229,3281874.90281995,236,-1,1,0.999668,2.800000
737486.85393238,3281874.72377825,237,-1,1,0.999668,2.800000
737486.60725247,3281874.54473655,238,-1,1,0.999668,2.800000
737486.36057256,3281874.36569485,239,-1,1,0.999668,2.800000
737486.11389265,3281874.18665315,240,-1,1,0.999668,2.700000
737485.86721274,3281874.00761145,241,-1,1,0.999668,2.700000
737485.62053283,3281873.82856975,242,-1,1,0.999668,2.700000
737485.37385292,3281873.64952805,243,-1,1,0.999668,2.700000
737485.12717302,3281873.47048635,244,-1,1,0.999668,2.700000
737484.88049311,3281873.29144466,245,-1,1,0.999668,2.700000
737484.63381320,3281873.11240296,246,-1,1,0.999668,2.700000
737484.38713329,3281872.93336126,247,-1,1,0.999668,2.700000
737484.14045339,3281872.75431957,248,-1,1,0.999668,2.700000
737483.89377348,3281872.57527787,249,-1,1,0.999668,2.700000
737483.64709357,3281872.39623618,250,-1,1,0.999668,2.700000
737483.40041367,3281872.21719448,251,-1,1,0.999668,2.700000
737483.15373376,3281872.03815279,252,-1,1,0.999668,2.700000
737482.90705386,3281871.85911109,253,-1,1,0.999668,2.700000
737482.66037395,3281871.68006940,254,-1,1,0.999668,2.700000
737482.41369405,3281871.50102771,255,-1,1,0.999668,2.700000
737482.16701414,3281871.32198602,256,-1,1,0.999668,2.700000
737481.92033424,3281871.14294433,257,-1,1,0.999668,2.700000
737481.67365433,3281870.96390263,258,-1,1,0.999668,2.700000
737481.42697443,3281870.78486094,259,-1,1,0.999668,2.700000
